area,eccentricity,equivalent_diameter,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,major_axis_length,minor_axis_length,moments_normalized-0-0,moments_normalized-0-1,moments_normalized-0-2,moments_normalized-0-3,moments_normalized-1-0,moments_normalized-1-1,moments_normalized-1-2,moments_normalized-1-3,moments_normalized-2-0,moments_normalized-2-1,moments_normalized-2-2,moments_normalized-2-3,moments_normalized-3-0,moments_normalized-3-1,moments_normalized-3-2,moments_normalized-3-3,perimeter,solidity,id,t
7666,0.1810019092589601,98.79602395815206,620.1326118785679,2.1833853699820307,2.1833853699820307,600.2828950041759,99.62890645511102,97.9833103578494,,,0.080893896670828,-0.0002608482140781,,-0.0002848141625335,-0.0001471680774105,-5.892180791861312e-05,0.0783045780073279,0.0002558793551253,0.0042458440563567,3.080012142649513e-05,0.0001390383533623,-3.28534549671022e-05,-1.50575766680912e-05,-6.4082431685701775e-06,324.3919189857866,0.9909513960703206,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,0
7664,0.1810647691016131,98.78313555891152,620.1700690312271,-0.9188365009958966,-0.9188365009958966,599.9199824246754,99.61619749782126,97.96965866720936,,,0.080919894184659,-0.0001661632643102,,0.000119889940109,-0.0001462905603527,-7.3584214488154975e-06,0.0782776595021758,0.0001610042417292,0.0042555607035761,1.500823994734446e-05,0.0001403224583742,4.473426638447397e-05,-1.1786234243439451e-05,1.7702970106668212e-06,324.3919189857867,0.991205380237972,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,1
7607,0.0764464507384792,98.41510664933703,606.9903793820149,0.8274671563136707,0.8274671563136707,603.8514405817435,98.5653206665741,98.2768878288052,,,0.0797936610203779,-3.806049592731274e-05,,-0.0001087770680049,-0.0001541815358956,-2.6927830579766143e-05,0.0793810228186858,3.513162749361842e-05,0.004240203609658,7.5424547669841394e-06,0.0001525797017374,-7.83048387225371e-06,-1.0446128742150929e-05,-1.920512468217296e-06,324.9777054234136,0.990236917469409,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,2
7525,0.1454454344959301,97.88323438736636,602.8742283374353,-5.026522038388097,-5.026522038388097,594.9430386684468,98.41228562047006,97.36579641254488,,,0.0801161765232472,-0.000130858797276,,0.0006679763506163,-7.530166673309995e-05,0.0001152147536769,0.0790621978296939,0.0001290494344534,0.004256321844003,1.3950380140404356e-05,7.58363824968272e-05,9.790383459942928e-05,-5.175062861141143e-06,1.287550852999744e-05,322.9777054234136,0.9898710865561694,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,3
7447,0.0905895358844328,97.37461111420552,594.394925663219,-1.7483435380579233,-1.7483435380579233,590.9852410505434,97.58131363943666,97.18009001756528,,,0.0798166947311963,-0.0001298394419992,,0.0002347715238428,-0.000175234443398,7.418608145823662e-05,0.0793588345710411,0.000128225995377,0.0042664336990863,1.0289036516614711e-05,0.0001716921953772,1.212791717825354e-06,-1.7722087803433412e-05,4.77183979592597e-06,320.9777054234136,0.989240170031881,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,4
7393,0.1073462488914844,97.020925342047,591.8250210510384,-0.02433851858908,-0.02433851858908,585.0054655398492,97.30982338180742,96.74753774053193,,,0.0800520791358093,-0.0001541727782298,,3.2921031501528505e-06,-0.0002464618507557,1.8276092836000635e-05,0.079129645007419,0.0001519654874899,0.0042373070044038,2.020279584497425e-05,0.0002412244747555,-1.7195858456762494e-05,-1.7439470145012114e-05,7.079474071097722e-08,318.3919189857866,0.9911516289046788,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,5
7339,0.1149070408201678,96.66594549690888,587.8231297233106,-1.089959917321135,-1.089959917321135,580.3720050015481,96.99313768122556,96.3506792832752,,,0.0800958072929977,-0.0001394466288229,,0.0001485161353482,-0.0002269220039065,5.506722356120898e-05,0.0790805293638844,0.0001359406416644,0.0042435537699952,2.149475436219025e-05,0.0002230395311082,-7.926461412651055e-06,-1.8030909888413195e-05,3.31658829528914e-06,317.56349186104046,0.9905520313132676,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,6
7721,0.1846383806701566,99.14979841078949,625.2897942274851,0.5481775113266069,0.5481775113266069,604.0005630236107,100.02430903994409,98.30454372560452,,,0.0809855969728642,-0.0002669256344937,,-7.099825298881062e-05,-4.694914144461127e-05,-1.9775113425102586e-05,0.0782282817023197,0.0002589953274338,0.0042229952723649,1.3321865440281908e-05,4.934477489355692e-05,-3.864737924667143e-06,-1.554450075964464e-05,-8.642961710290711e-07,327.4629867976521,0.9897449044994232,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,7
7719,0.1779290504522991,99.13695600436156,624.0460538038719,2.2120856833549865,2.2120856833549865,604.7831259678418,99.94372955870269,98.34895931449566,,,0.0808454532716507,-0.00016013453989,,-0.0002865767176259,1.4744475283935906e-05,-1.4757024129384905e-05,0.0783499321113928,0.0001564771019596,0.0042297284248327,8.595688880474296e-06,-1.4751418473052483e-05,-7.537210314759124e-05,8.15406665383124e-07,-4.164221046533271e-06,327.22034611053283,0.9901231400718316,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,8
7667,0.209186647668335,98.80246752730667,622.975030812113,5.367819979041829,5.367819979041829,597.8648279433836,99.92592308479831,97.71513514158856,,,0.0812540799285395,-0.0003337587178773,,-0.0007001199920492,-9.47365986317577e-05,-7.61466822357612e-05,0.0779789784718121,0.0003254235621076,0.004270981565147,2.687850563336598e-05,8.158086736551387e-05,-0.0001463888565589,-1.3053567103473992e-05,-1.1162552411881918e-05,325.8061325481598,0.9896734219697948,dbb0fbeb-8a61-4b90-aa19-be31667e87f0,9
